-3.40,4.95,-1.53,-9.10,8.35,-9.47
-1.75,0.41,-4.21,-7.14,5.74,-6.45
-5.47,7.12,-3.52,5.79,9.51,-7.86
4.19,-8.64,-0.83,6.50,-3.99,1.71
-4.29,-0.89,-3.57,-9.30,2.96,-0.29
-7.34,-7.02,8.23,-7.45,-6.84,-0.62
-9.71,7.62,9.25,-7.76,-6.63,-1.57
1.62,5.70,6.28,4.85,-8.07,-8.96
6.41,0.91,-0.65,7.00,8.87,7.59
2.15,-4.96,0.46,-9.31,4.22,-0.30
-1.19,3.59,6.68,-6.09,-3.58,-4.94
4.40,9.29,9.68,2.14,7.60,-8.57
-7.00,7.85,8.38,0.29,-2.16,4.11
-7.70,-4.58,-3.25,-0.53,-5.05,6.33
-7.52,-8.05,3.49,7.76,-7.99,6.87
3.23,0.05,5.61,-0.36,9.19,-5.60
-9.07,3.58,2.64,3.20,2.04,2.74
-7.28,-4.66,3.50,9.69,2.92,-3.45
9.40,8.36,2.72,-5.33,7.48,1.85
4.11,9.98,8.13,5.20,3.16,-9.49
-1.52,3.26,6.58,-7.62,1.48,-6.51
3.30,5.07,-0.09,-6.28,1.01,1.74
5.51,-4.96,7.72,-5.41,-7.02,-0.45
-1.64,-4.89,-0.90,3.22,6.31,-0.59
6.73,3.66,-0.04,-1.43,-6.06,-7.04
4.28,-6.09,8.01,-4.49,7.40,-2.69
4.53,-9.24,-7.85,-3.46,-8.53,1.11
-7.38,5.55,-1.81,4.67,-4.26,-0.20
9.58,-6.92,7.84,-3.43,5.05,-5.69
6.20,0.27,2.63,0.54,-4.39,-7.26
8.04,0.87,9.98,8.59,8.71,-0.78
-1.19,-4.53,-7.09,-2.92,-1.15,-0.56
-6.26,1.38,-9.40,-4.76,-1.77,-2.74
-0.11,1.60,1.42,5.88,4.46,1.58
5.38,7.27,5.50,7.87,3.30,8.10
4.20,-6.89,8.54,-5.46,3.37,5.16
8.72,-9.98,-6.07,7.48,4.73,-1.92
6.53,4.40,-5.16,-9.85,8.08,-8.57
3.74,-1.58,3.31,-9.40,-3.38,-6.41
1.37,-9.25,-1.79,7.71,7.34,-7.15
-3.14,1.98,-1.15,0.29,-6.41,-0.39
7.59,-5.74,-3.85,3.55,5.90,-6.03
-1.89,-0.63,-1.68,2.04,2.89,3.05
-1.82,-5.24,-7.15,-6.21,9.11,-2.55
3.31,-8.16,-8.33,4.71,1.68,1.26
-5.14,5.81,-8.55,-2.20,-7.31,-5.07
1.29,1.69,5.76,6.51,-0.87,-4.58
7.83,-4.44,-8.81,6.58,-2.66,2.98
6.03,-4.30,-5.98,5.85,3.68,8.99
0.43,-7.24,9.62,-3.76,8.51,4.09
-6.10,-6.46,-8.83,-2.61,-4.82,-8.81
-1.17,-2.37,9.78,6.41,1.01,-7.47
5.79,1.25,-7.15,-7.12,2.08,5.34
6.72,-2.14,-7.62,3.72,8.74,5.33
-5.64,9.65,0.38,7.15,3.67,2.42
5.00,9.51,-7.00,-9.81,-0.61,-1.78
-3.82,-2.24,-9.59,9.03,-2.82,-0.60
-3.55,2.95,4.26,-3.31,-5.91,6.55
8.92,1.28,9.58,-2.71,-9.93,2.74
-4.54,-6.19,3.02,1.38,-7.90,-8.74
-6.42,6.01,-5.74,1.59,-2.90,-3.18
2.66,-1.09,2.57,-6.86,0.54,9.75
1.62,6.28,-4.78,8.40,2.64,-2.66
4.66,-2.80,9.82,0.01,9.04,-8.10
7.21,8.39,7.30,-8.07,7.77,9.81
-1.29,-4.30,7.48,2.63,9.43,0.96
4.34,-0.94,4.10,-9.90,2.49,-7.04
2.37,0.42,1.22,-7.32,0.44,-0.51
9.09,-1.16,-2.29,5.45,2.92,7.17
8.24,-7.68,-8.07,-3.70,-2.62,0.30
6.75,0.58,3.32,-8.90,-6.51,7.91
3.63,8.25,-7.17,2.54,6.84,2.40
4.05,-7.15,9.00,1.66,-5.89,4.22
-4.76,6.86,-8.30,-3.19,6.34,-8.07
6.33,8.37,-9.71,9.17,-7.64,2.07
-1.16,-0.44,-1.93,-0.70,9.08,8.09
-0.26,-2.52,9.98,4.08,0.70,-7.13
-6.01,6.45,-4.62,8.42,-6.44,-5.91
-1.60,6.53,2.74,1.13,-1.38,6.87
3.69,-2.73,-1.81,9.25,-1.67,-6.93
-3.38,1.35,4.80,-9.67,-0.13,-8.40
-0.90,-2.70,-5.64,6.95,1.61,9.07
6.07,-4.30,8.69,-7.13,4.61,-4.69
9.19,-1.65,-7.76,5.22,6.06,-7.08
-2.03,4.65,2.88,2.07,-3.39,-4.58
-4.53,-5.34,-7.15,9.75,8.38,-6.77
-9.73,3.10,-3.50,9.34,5.46,-8.05
-8.35,3.85,7.08,-3.37,-5.94,-7.72
-0.14,9.14,9.00,-4.95,-6.27,5.94
8.33,-7.13,-2.13,5.78,-2.96,6.99
-0.27,-7.48,4.84,4.55,9.15,2.91
2.70,8.89,7.39,-0.57,4.42,-5.16
1.19,8.11,-6.79,9.05,1.84,1.30
-6.78,-4.69,9.25,5.53,6.12,4.82
1.01,-5.71,-7.32,-8.42,6.44,5.88
-0.71,-7.37,5.66,6.16,9.57,-6.63
-6.34,-3.56,0.90,-2.07,9.36,6.22
5.98,4.43,9.64,-8.95,-0.58,5.29
8.47,-4.67,9.29,-7.42,0.91,0.10
-6.33,8.29,-7.80,-4.08,2.22,-0.30
-8.18,0.57,2.75,-0.38,-7.46,1.98
-7.22,-8.25,-5.49,5.97,-3.91,0.99
-5.70,9.08,4.30,8.73,-1.03,-3.60
3.42,-6.81,5.12,4.34,5.42,-5.28
2.97,8.50,4.79,6.09,5.43,-3.57
0.09,7.84,2.12,5.48,0.56,8.59
-1.52,5.60,-2.40,-9.69,-0.18,7.13
1.40,-1.33,0.34,-6.35,2.50,-1.63
-2.72,-0.22,-1.69,-6.62,9.89,-6.04
4.71,-7.65,3.55,6.33,-7.42,-1.18
-1.18,1.46,9.42,6.63,5.47,-3.76
5.83,0.16,1.62,2.64,7.15,-0.33
-2.30,-4.46,9.97,-8.38,5.61,5.55
3.72,3.97,-7.29,-3.18,-2.76,6.49
0.92,9.82,-9.70,-3.90,-9.22,9.22
-9.81,7.13,-9.51,-3.37,-6.69,6.70
-9.99,8.46,-8.31,-5.04,0.07,-1.28
4.55,-9.54,-3.70,6.82,-5.10,0.45
8.22,-9.60,-8.92,-3.85,-6.62,3.14
-6.68,-6.86,-3.67,-2.46,5.30,-3.41
-7.23,-7.20,-9.26,-8.36,-1.42,7.57
-5.09,-1.34,3.84,-2.21,-8.73,-6.39
-8.03,-0.52,-7.06,-6.69,3.73,-3.39
9.33,5.78,6.31,-6.16,7.70,5.55
7.41,-5.64,-0.33,-6.05,-5.76,2.75
-7.15,4.45,-2.33,-7.30,7.34,-7.04
1.20,-0.10,-2.66,-6.85,-4.90,-0.17
-2.32,-3.26,-4.57,-9.46,-4.57,-1.16
8.11,0.52,6.39,8.26,-2.00,1.47
-3.29,2.79,2.93,6.12,9.43,9.55
-7.21,-8.94,-3.93,-9.69,-6.42,4.53
-6.88,-8.26,-3.52,-0.75,3.71,0.79
-8.09,-9.79,4.07,4.97,8.58,-2.48
-4.85,-2.32,-2.42,-5.82,-0.81,8.49
1.41,-1.06,1.23,-1.52,8.06,-5.96
-4.28,0.57,-9.92,8.11,-1.92,4.78
8.64,3.93,1.22,8.58,2.55,-8.76
-2.84,-7.80,2.40,4.57,3.54,-1.07
9.56,6.05,-4.77,0.44,0.26,-6.78
0.86,7.10,-5.33,-8.15,4.39,3.27
-9.06,-6.26,-8.34,7.63,4.26,-0.48
2.01,-1.50,-9.04,6.52,4.75,4.12
-2.47,1.49,0.81,-1.99,-5.31,-1.48
9.23,-0.76,-3.53,1.75,-1.21,-2.23
4.27,-6.74,4.53,4.72,-4.10,5.85
9.31,7.76,-0.33,0.85,-9.62,-8.65
-6.55,-9.08,-9.02,2.08,8.69,7.92
-3.16,-1.02,-0.45,-4.36,-2.22,8.85
-3.09,7.68,-5.74,6.53,7.45,-9.75
8.96,0.27,-2.26,9.93,3.32,1.98
3.23,6.55,-0.89,2.60,2.40,-9.02
5.01,-7.63,-4.24,7.93,8.13,6.16
9.93,3.75,-9.38,-6.21,6.72,-0.70
-8.80,-4.66,-2.83,7.70,-8.24,1.43
0.63,-2.83,8.86,-1.42,8.79,-1.16
-9.64,-0.50,-5.21,-0.42,-3.06,-1.61
7.24,-0.22,8.66,-8.71,9.33,-3.83
-3.44,1.35,2.82,9.66,-0.80,9.17
-2.81,-1.89,4.20,8.10,3.62,-5.82
-5.15,4.55,-5.88,8.14,1.62,3.32
5.55,-4.36,-1.23,-2.10,8.69,-9.43
5.89,5.77,2.32,2.86,-5.54,8.76
-7.73,1.27,-0.58,-1.71,-4.52,1.25
-4.28,5.75,9.06,-2.32,-0.10,-2.24
4.37,2.76,-3.35,-3.48,6.05,8.78
-9.64,5.11,-3.86,-4.07,1.68,-2.20
3.07,5.13,9.12,-4.63,-4.23,-4.16
-4.45,5.39,2.73,8.86,-0.18,7.60
-3.96,-5.85,-6.70,4.14,0.47,3.64
1.43,-5.06,7.54,9.06,-9.71,-2.03
-5.44,4.72,-1.80,-5.41,8.69,-4.65
-7.79,-0.15,-3.96,8.90,9.72,-2.20
-4.30,-5.64,5.03,1.82,-1.19,4.56
0.89,-0.10,-7.39,3.99,5.06,4.99
9.54,1.62,-8.10,-9.73,1.27,8.70
8.90,9.52,-2.25,1.58,8.28,2.37
-8.68,9.52,3.49,4.65,5.74,7.50
-9.15,3.69,-9.75,-5.96,-3.95,-1.34
-1.35,-6.01,5.75,5.82,-6.67,6.40
4.13,8.90,-5.60,-2.76,-5.55,-5.62
-6.33,-2.69,5.61,-8.20,-6.24,4.99
3.71,-0.92,-7.84,-5.93,8.64,-7.17
-9.71,6.55,-4.39,3.67,7.54,-9.51
1.72,-3.47,0.36,2.79,-2.47,-4.02
6.33,-3.01,3.64,-3.49,-6.83,-3.87
-7.80,-2.11,-7.13,-9.48,-6.48,5.43
0.72,0.58,7.62,-4.65,-0.66,4.62
0.78,5.02,7.81,-8.32,7.13,8.36
-4.31,-0.64,-4.84,-3.92,2.08,-3.43
-0.64,1.01,-0.29,-8.60,-3.29,8.44
3.98,3.91,8.28,-8.58,7.00,3.95
5.78,-8.96,-3.26,-6.04,3.14,1.80
0.97,-3.21,-6.95,1.85,-3.57,8.52
